interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ramavailable,disk,diskavailable
23,"[32.39017125837677, 35.719575413478154, 56.551424492582704, 0.0, 0.0, 0.0]","[2, 3, 4, 0, 0, 0]","[1241.944668501565, 2456.56541041316, 4160.293241540451, 0, 0, 0]","[2787.055331498435, 5645.43458958684, 11950.70675845955, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1305, 2894, 9111, 0, 0, 0]","[(11.2712, 0.0009333333333333332, 0.001), (982.8637333333332, 0.0, 0.0006666666666666666), (240.47320000000002, 0.017133333333333334, 0.0014), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4283.7288, 1859.9990666666667, 999.999), (16197.136266666666, 1800.0, 1524.9993333333334), (34119.5268, 1882.6828666666668, 1333.7486), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.00022222222222222223), (4, 0.0, 0.00029444444444444445), (8, 0.0, 0.0037444444444444443), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.109777777777778), (16101, 51.900000000000006, 6.189705555555555), (32204, 58.2, 11.636255555555554), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
24,"[51.89873417721519, 35.719575413478154, 32.4188442678915, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[760.9816372485877, 2736.6595719719476, 1699.2180341187577, 0, 0, 0]","[3268.0183627514125, 5365.340428028052, 14411.781965881242, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2091, 2894, 5223, 0, 0, 0]","[(140.07113333333328, 0.0013999999999999998, 0.0024000000000000002), (1005.2338666666667, 0.0005333333333333334, 0.0009333333333333332), (212.51120000000003, 0.008, 0.0014666666666666665), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4154.928866666667, 1859.9986, 999.9976), (16174.766133333333, 1799.9994666666666, 1524.9990666666667), (34147.4888, 1882.692, 1333.7485333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0705, 0.0258), (4, 0.0, 0.0001722222222222222), (5, 0.0, 0.001638888888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.0295, 10.0842), (16101, 51.900000000000006, 6.1898277777777775), (32207, 58.2, 11.63836111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
25,"[35.04591710101762, 64.62601826709454, 16.80839178201229, 0.0, 0.0, 0.0]","[2, 5, 1, 0, 0, 0]","[1217.6744883134108, 2143.0873836411124, 0, 0, 0, 0]","[2811.3255116865894, 5958.912616358888, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1412, 5236, 2708, 0, 0, 0]","[(478.1497333333334, 6.666666666666668e-05, 0.0011333333333333336), (1112.8875333333335, 0.010266666666666665, 0.004933333333333333), (170.56820000000002, 0.003333333333333333, 0.0014), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3816.8502666666664, 1859.9999333333333, 999.9988666666667), (16067.112466666666, 1799.9897333333333, 1524.9950666666666), (34189.4318, 1882.6966666666667, 1333.7486), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.12084999999999999, 0.0022055555555555557), (9, 0.0, 0.0033222222222222225), (3, 0.0, 0.0008388888888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 66.97914999999999, 10.107794444444444), (16096, 51.900000000000006, 6.186677777777778), (32209, 58.2, 11.63916111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
26,"[46.363862000496404, 28.894100222167367, 34.95748246539631, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[456.3559124290045, 1726.6887406515734, 5062.492647362374, 0, 0, 0]","[3572.6440875709955, 6375.311259348427, 11048.507352637625, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1868, 2341, 5632, 0, 0, 0]","[(393.91353333333325, 0.00020000000000000004, 0.0016), (113.2456666666667, 0.01, 0.0042), (1104.4992666666667, 0.004933333333333333, 0.0007999999999999999), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3901.0864666666666, 1859.9998, 999.9984), (17066.754333333334, 1799.99, 1524.9958), (33255.500733333334, 1882.6950666666667, 1333.7492), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(8, 0.03961666666666667, 0.0019055555555555557), (5, 0.0, 0.0018944444444444445), (5, 1.666666666666667e-05, 0.0012833333333333332), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.06038333333333, 10.108094444444443), (16100, 51.900000000000006, 6.188105555555555), (32207, 58.199983333333336, 11.638716666666665), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
27,"[31.12434847356664, 54.616144161935324, 34.95748246539631, 0.0, 0.0, 0.0]","[2, 4, 3, 0, 0, 0]","[705.2964897923745, 1870.5221844613475, 2707.625312634711, 0, 0, 0]","[3323.7035102076256, 6231.477815538652, 13403.374687365289, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1254, 4425, 5632, 0, 0, 0]","[(14.198266666666665, 0.0004, 0.0003333333333333333), (187.34519999999998, 0.0144, 0.0048), (1440.044, 0.0046, 0.0006666666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4280.801733333334, 1859.9996, 999.9996666666667), (16992.6548, 1799.9856, 1524.9952), (32919.956, 1882.6954, 1333.7493333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.00012222222222222221), (11, 0.04601666666666666, 0.01955), (5, 0.0, 0.0011833333333333331), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.109877777777777), (16094, 51.85398333333334, 6.17045), (32207, 58.2, 11.638816666666665), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
28,"[31.322908910399605, 37.3241175018514, 47.092048910682145, 0.0, 0.0, 0.0]","[2, 3, 4, 0, 0, 0]","[1156.4755377432218, 2654.0034961552165, 2041.9088072240625, 0, 0, 0]","[2872.524462256778, 5447.996503844784, 14069.091192775937, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1262, 3024, 7587, 0, 0, 0]","[(6.246533333333334, 0.02853333333333333, 0.028599999999999997), (150.60126666666667, 0.0046, 0.001), (1430.2571333333333, 0.046266666666666664, 0.005933333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4288.753466666667, 1859.9714666666666, 999.9714), (17029.39873333333, 1799.9954, 1524.999), (32929.74286666667, 1882.6537333333333, 1333.7440666666666), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 8.88888888888889e-05), (8, 0.0, 0.001111111111111111), (7, 0.0, 0.0026444444444444445), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.10991111111111), (16097, 51.900000000000006, 6.188888888888888), (32205, 58.2, 11.637355555555555), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
29,"[41.74733184413006, 37.3241175018514, 23.145676866737013, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[862.6151428625883, 668.1037271435606, 2010.2595573766505, 0, 0, 0]","[3166.384857137412, 7433.896272856439, 14100.74044262335, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1682, 3024, 3729, 0, 0, 0]","[(17.605733333333333, 0.0834, 0.08346666666666668), (49.151333333333326, 0.0044, 0.001), (241.17200000000003, 0.045799999999999993, 0.005266666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4277.394266666666, 1859.9166, 999.9165333333333), (17130.848666666665, 1799.9956, 1524.999), (34118.828, 1882.6542, 1333.7447333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(9, 0.0, 9.999999999999999e-05), (8, 0.0, 0.0011222222222222224), (3, 0.0, 0.0025444444444444442), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4017, 67.1, 10.1099), (16097, 51.900000000000006, 6.188877777777777), (32209, 58.2, 11.637455555555555), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
30,"[37.50310250682551, 23.710195013576897, 42.77822605673143, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[1287.05541803278, 832.4748286142847, 774.7480887690614, 0, 0, 0]","[2741.94458196722, 7269.525171385715, 15336.251911230938, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1511, 1921, 6892, 0, 0, 0]","[(189.31006666666667, 0.0, 0.0), (10.616066666666667, 0.0, 0.0), (131.94493333333332, 0.043000000000000003, 0.003933333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4105.689933333333, 1860.0, 1000.0), (17169.383933333334, 1800.0, 1525.0), (34228.05506666667, 1882.6570000000002, 1333.7460666666666), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.00030000000000000003), (5, 0.0, 0.00037777777777777777), (5, 0.0, 0.0017833333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.1097), (16100, 51.900000000000006, 6.189622222222222), (32207, 58.2, 11.638216666666665), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
31,"[48.895507570116656, 12.095778820044433, 33.31264353547266, 0.0, 0.0, 0.0]","[4, 1, 2, 0, 0, 0]","[907.2367078159346, 980.9364238482178, 1264.8212801613754, 0, 0, 0]","[3121.7632921840654, 7121.063576151782, 14846.178719838625, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1970, 980, 5367, 0, 0, 0]","[(295.21659999999997, 0.004733333333333333, 0.00013333333333333334), (13.980333333333336, 0.0, 0.0), (46.31146666666666, 0.004666666666666667, 0.00013333333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3999.7834000000003, 1859.9952666666666, 999.9998666666667), (17166.019666666667, 1800.0, 1525.0), (34313.688533333334, 1882.6953333333333, 1333.7498666666668), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(9, 0.0, 0.0014166666666666666), (3, 0.0, 0.00037777777777777777), (3, 0.0, 0.0018944444444444445), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4017, 67.1, 10.108583333333332), (16102, 51.900000000000006, 6.189622222222222), (32209, 58.2, 11.638105555555555), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
32,"[37.05634152395135, 41.853863243643545, 13.822853950716901, 0.0, 0.0, 0.0]","[3, 3, 1, 0, 0, 0]","[248.71930150793688, 2024.3857757627986, 0, 0, 0, 0]","[3780.280698492063, 6077.614224237202, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1493, 3391, 2227, 0, 0, 0]","[(286.6102, 0.009333333333333334, 0.00020000000000000004), (61.51493333333334, 0.004733333333333333, 6.666666666666668e-05), (33.5544, 0.004666666666666667, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4008.3898, 1859.9906666666666, 999.9998), (17118.485066666668, 1799.9952666666666, 1524.9999333333333), (34326.4456, 1882.6953333333333, 1333.7499333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 1.666666666666667e-05, 0.0024111111111111113), (8, 0.0, 0.0027333333333333333), (2, 0.0, 0.0010277777777777776), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.09998333333333, 10.107588888888888), (16097, 51.900000000000006, 6.187266666666666), (32210, 58.2, 11.638972222222222), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
33,"[22.884090344998757, 56.677363613922495, 11.768357023151884, 0.0, 0.0, 0.0]","[2, 4, 1, 0, 0, 0]","[635.6264393129189, 2580.0078313707522, 1757.469369889886, 0, 0, 0]","[3393.373560687081, 5521.992168629247, 14353.530630110114, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[922, 4592, 1896, 0, 0, 0]","[(53.82633333333334, 0.004666666666666667, 0.0), (562.3844, 0.005066666666666667, 0.0004), (36.3506, 0.004666666666666667, 0.00013333333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4241.173666666667, 1859.9953333333333, 1000.0), (16617.6156, 1799.9949333333334, 1524.9996), (34323.6494, 1882.6953333333333, 1333.7498666666668), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.0010777777777777775), (10, 0.012733333333333334, 0.006077777777777777), (2, 0.0, 0.0011388888888888887), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.10892222222222), (16095, 51.88726666666667, 6.183922222222222), (32210, 58.2, 11.63886111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
34,"[37.90022338049144, 45.35917057516662, 22.717398051021043, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[1119.7653285278284, 2145.0328668240454, 3174.520586854194, 0, 0, 0]","[2909.2346714721716, 5956.967133175955, 12936.479413145806, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1527, 3675, 3660, 0, 0, 0]","[(45.43693333333333, 0.006533333333333333, 0.0010666666666666667), (530.9279333333335, 0.017133333333333334, 0.18906666666666663), (1398.101, 0.004533333333333333, 0.0009333333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4249.563066666667, 1859.9934666666666, 999.9989333333333), (16649.072066666668, 1799.9828666666667, 1524.8109333333334), (32961.899, 1882.6954666666668, 1333.7490666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.0014333333333333333), (7, 0.0002833333333333333, 0.004627777777777779), (3, 0.0, 0.0011111111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.108566666666666), (16098, 51.89971666666667, 6.185372222222222), (32209, 58.2, 11.638888888888888), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
35,"[44.03077686770911, 37.95359170575166, 33.73471541183042, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[703.0197096781443, 2157.7855055863465, 2958.8487449830427, 0, 0, 0]","[3325.9802903218556, 5944.2144944136535, 13152.151255016957, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1774, 3075, 5435, 0, 0, 0]","[(54.5248, 0.002, 0.001), (489.33360000000005, 0.013066666666666664, 0.18946666666666667), (1227.5328, 0.009066666666666667, 0.0011333333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4240.4752, 1859.998, 999.999), (16690.6664, 1799.9869333333334, 1524.8105333333333), (33132.4672, 1882.6909333333333, 1333.7488666666666), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.042083333333333334, 0.015311111111111112), (8, 0.00035, 0.004594444444444444), (4, 0.04548333333333333, 0.018238888888888884), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.05791666666666, 10.094688888888887), (16097, 51.89965000000001, 6.185405555555555), (32208, 58.154516666666666, 11.62176111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
36,"[47.50558451228593, 36.84275487533942, 34.96989634411272, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[966.5576409964294, 708.4974841067566, 5256.707576037888, 0, 0, 0]","[3062.4423590035703, 7393.502515893243, 10854.292423962112, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1914, 2985, 5634, 0, 0, 0]","[(52.77733333333333, 0.002, 0.001), (703.5057999999999, 0.015733333333333332, 0.21506666666666666), (1481.2875999999999, 0.0058, 0.003333333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4242.222666666667, 1859.998, 999.999), (16476.4942, 1799.9842666666666, 1524.7849333333334), (32878.7124, 1882.6942000000001, 1333.7466666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.042083333333333334, 0.015411111111111113), (8, 0.12973333333333337, 0.015322222222222223), (5, 0.44465, 0.005038888888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.05791666666666, 10.094588888888888), (16097, 51.77026666666667, 6.174677777777777), (32207, 57.75535, 11.63496111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
37,"[47.13328369322413, 23.339916070106145, 59.12109738687853, 0.0, 0.0, 0.0]","[3, 2, 5, 0, 0, 0]","[1096.259055530826, 1023.2367773203464, 1366.149239274299, 0, 0, 0]","[2932.740944469174, 7078.763222679654, 14744.850760725702, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1899, 1891, 9525, 0, 0, 0]","[(47.53473333333333, 0.0, 0.0), (291.50326666666666, 0.0067333333333333325, 0.014933333333333333), (1752.5188, 0.5382, 0.44299999999999984), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4247.465266666667, 1860.0, 1000.0), (16888.496733333333, 1799.9932666666666, 1524.9850666666666), (32607.4812, 1882.1618, 1333.307), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.0002666666666666667), (6, 0.06325, 0.01466111111111111), (8, 0.78925, 0.014972222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.109733333333333), (16099, 51.83675000000001, 6.175338888888889), (32204, 57.41075, 11.625027777777776), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
38,"[42.83941424671134, 28.511478647247596, 30.32710570417727, 0.0, 0.0, 0.0]","[3, 2, 2, 0, 0, 0]","[805.3721026451933, 1693.4032675302365, 2958.394884788567, 0, 0, 0]","[3223.627897354807, 6408.596732469763, 13152.605115211432, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1726, 2310, 4886, 0, 0, 0]","[(56.1852, 4.1293999999999995, 4.1416), (229.28806666666668, 0.0044, 0.001), (3699.3752000000004, 0.6175333333333334, 0.04513333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4238.8148, 1855.8706, 995.8584), (16950.711933333332, 1799.9956, 1524.999), (30660.624799999998, 1882.0824666666667, 1333.7048666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.00011666666666666667), (6, 0.0, 0.006144444444444444), (6, 3.92135, 0.71175), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.109883333333332), (16099, 51.900000000000006, 6.183855555555555), (32206, 54.278650000000006, 10.928249999999998), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
39,"[46.09084139985108, 39.47173537398173, 30.32710570417727, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[1139.1687092358613, 815.3310623623827, 0, 0, 0, 0]","[2889.8312907641384, 7286.668937637617, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1857, 3198, 4886, 0, 0, 0]","[(158.15953333333331, 12.107800000000003, 12.140666666666664), (170.52326666666664, 0.0051333333333333335, 0.0024666666666666665), (3483.3687333333332, 0.6205333333333333, 0.04946666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4136.8404666666665, 1847.8922, 987.8593333333333), (17009.476733333333, 1799.9948666666667, 1524.9975333333334), (30876.631266666667, 1882.0794666666668, 1333.7005333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(8, 0.0705, 0.025616666666666666), (7, 0.0, 0.0057888888888888886), (6, 3.5816833333333333, 0.6787444444444443), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.0295, 10.084383333333333), (16098, 51.900000000000006, 6.184211111111111), (32206, 54.61831666666667, 10.961255555555555), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
40,"[48.69694713328369, 24.018760799802518, 24.076717770467383, 0.0, 0.0, 0.0]","[3, 2, 2, 0, 0, 0]","[588.3749139370615, 1321.3842178852192, 2846.451372865179, 0, 0, 0]","[3440.6250860629384, 6780.615782114781, 13264.54862713482, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1962, 1946, 3879, 0, 0, 0]","[(375.25806666666665, 10.272666666666666, 10.303533333333332), (322.39226666666667, 0.0038666666666666667, 0.0025333333333333336), (55.79260000000001, 0.004733333333333333, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3919.7419333333332, 1849.7273333333333, 989.6964666666667), (16857.607733333334, 1799.9961333333333, 1524.9974666666667), (34304.2074, 1882.6952666666666, 1333.7499333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 1.666666666666667e-05, 0.0018833333333333334), (4, 0.04546666666666667, 0.011183333333333333), (4, 0.0, 0.0011222222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.09998333333333, 10.108116666666666), (16101, 51.854533333333336, 6.178816666666666), (32208, 58.2, 11.638877777777777), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
41,"[30.305286671630675, 47.42039002715379, 24.076717770467383, 0.0, 0.0, 0.0]","[2, 4, 2, 0, 0, 0]","[502.70379551894536, 1590.3760692064648, 1929.1756166240234, 0, 0, 0]","[3526.2962044810547, 6511.623930793536, 14181.824383375977, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1221, 3842, 3879, 0, 0, 0]","[(535.472, 4.806, 0.02593333333333334), (261.7926, 0.0046, 0.0067333333333333325), (55.180733333333336, 0.004666666666666667, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3759.5280000000002, 1855.194, 999.9740666666667), (16918.2074, 1799.9954, 1524.9932666666666), (34304.819266666665, 1882.6953333333333, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.008016666666666667, 0.006538888888888888), (9, 0.0006833333333333333, 0.0038055555555555546), (4, 0.0, 0.0010555555555555557), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.09198333333333, 10.10346111111111), (16096, 51.89931666666667, 6.186194444444444), (32208, 58.2, 11.638944444444443), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
42,"[30.106726234797716, 38.81757590718341, 40.64303891750978, 0.0, 0.0, 0.0]","[2, 3, 3, 0, 0, 0]","[1113.837861226273, 2349.2995088094763, 3362.5913277683912, 0, 0, 0]","[2915.162138773727, 5752.700491190524, 12748.40867223161, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1213, 3145, 6548, 0, 0, 0]","[(390.63753333333335, 1.923, 0.02493333333333333), (157.8096, 0.017466666666666665, 0.003533333333333333), (40.36946666666667, 0.011733333333333335, 0.0026000000000000003), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3904.3624666666665, 1858.077, 999.9750666666666), (17022.1904, 1799.9825333333333, 1524.9964666666667), (34319.63053333334, 1882.6882666666668, 1333.7474), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(2, 0.0, 0.005016666666666667), (6, 0.0032333333333333337, 0.0005555555555555556), (7, 0.0, 0.002127777777777778), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.1, 10.104983333333333), (16099, 51.89676666666667, 6.189444444444444), (32205, 58.2, 11.63787222222222), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
43,"[45.69372052618515, 38.81757590718341, 28.66985289553721, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[1234.391215242657, 0, 2392.1417097460635, 0, 0, 0]","[2794.608784757343, 8102, 13718.858290253937, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1841, 3145, 4619, 0, 0, 0]","[(629.188, 3.8512, 0.06293333333333333), (189.09193333333332, 0.0, 6.666666666666668e-05), (34.51506666666667, 0.005333333333333334, 0.0007333333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3665.812, 1856.1488, 999.9370666666666), (16990.908066666667, 1800.0, 1524.9999333333333), (34325.48493333333, 1882.6946666666668, 1333.7492666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.00041666666666666664, 0.0178), (6, 1.666666666666667e-05, 0.0004944444444444444), (5, 0.0, 0.0010277777777777776), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.09958333333333, 10.0922), (16099, 51.89998333333334, 6.189505555555555), (32207, 58.2, 11.638972222222222), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
44,"[44.32861752295855, 12.56479881510738, 51.98932406430389, 0.0, 0.0, 0.0]","[3, 1, 4, 0, 0, 0]","[267.6050180976449, 1006.9845423014142, 5347.450725697634, 0, 0, 0]","[3761.394981902355, 7095.015457698586, 10763.549274302366, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1786, 1018, 8376, 0, 0, 0]","[(201.1504, 0.020933333333333335, 0.014333333333333335), (11.184266666666664, 0.00013333333333333334, 0.0036666666666666666), (2722.5389333333337, 0.0016, 0.0030666666666666668), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4093.8496, 1859.9790666666668, 999.9856666666667), (17168.815733333333, 1799.9998666666668, 1524.9963333333333), (31637.461066666667, 1882.6984, 1333.7469333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.007216666666666666), (3, 0.0, 0.00013333333333333334), (8, 0.04596666666666667, 0.017877777777777777), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.102783333333333), (16102, 51.900000000000006, 6.189866666666666), (32204, 58.15403333333334, 11.62212222222222), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
