interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ramavailable,disk,diskavailable,cpufailures
188,"[59.74187143211716, 42.60676376203406, 31.090559245236175, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[1153.5488013564711, 522.8352352017342, 1210.24148979592, 0, 0, 0]","[2875.451198643529, 7579.164764798265, 14900.75851020408, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2407, 3452, 5009, 0, 0, 0]","[(545.9576, 0.6452, 0.0048), (266.5992666666666, 0.0051333333333333335, 0.017866666666666666), (109.05160000000001, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3749.0424000000003, 1859.3548, 999.9952), (16913.400733333332, 1799.9948666666667, 1524.9821333333334), (34250.9484, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.0005222222222222222), (8, 0.06325, 0.015922222222222223), (5, 1.666666666666667e-05, 0.00037777777777777777), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.109477777777776), (16097, 51.83675000000001, 6.174077777777777), (32207, 58.199983333333336, 11.63962222222222), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[1, 1, 1, 0, 0, 0]"
189,"[56.86274509803921, 32.18958281905702, 43.08236608528335, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[1281.5272958778814, 454.65570876498435, 2875.7613648732577, 0, 0, 0]","[2747.4727041221186, 7647.344291235016, 13235.238635126741, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2291, 2608, 6941, 0, 0, 0]","[(203.33526666666666, 0.0016666666666666668, 0.0016), (63.61306666666667, 0.006, 0.007266666666666666), (60.1178, 0.009133333333333334, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4091.6647333333335, 1859.9983333333332, 999.9984), (17116.386933333335, 1799.994, 1524.9927333333333), (34299.8822, 1882.6908666666668, 1333.7499333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 1.666666666666667e-05, 0.0002722222222222222), (4, 0.0, 0.006172222222222221), (6, 0.0, 0.0020833333333333337), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.09998333333333, 10.109727777777778), (16101, 51.900000000000006, 6.183827777777777), (32206, 58.2, 11.637916666666666), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[1, 1, 1, 0, 0, 0]"
190,"[70.34003474807645, 21.59960503579363, 43.93892371671529, 0.0, 0.0, 0.0]","[4, 1, 3, 0, 0, 0]","[951.6546743620033, 522.8352352017342, 4408.432205307156, 0, 0, 0]","[3077.3453256379967, 7579.164764798265, 11702.567794692844, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2834, 1750, 7079, 0, 0, 0]","[(311.5127333333333, 0.0024, 0.002333333333333333), (30.05886666666666, 0.0028666666666666667, 0.003733333333333333), (1191.1815333333334, 0.009333333333333332, 0.0008666666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3983.4872666666665, 1859.9976, 999.9976666666666), (17149.941133333334, 1799.9971333333333, 1524.9962666666668), (33168.818466666664, 1882.6906666666666, 1333.7491333333332), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(8, 0.0, 0.0009611111111111112), (2, 0.0, 0.003022222222222222), (5, 0.0, 0.002438888888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.1, 10.109038888888888), (16103, 51.900000000000006, 6.186977777777777), (32207, 58.2, 11.63756111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[1, 1, 1, 0, 0, 0]"
191,"[54.72822040208488, 58.13379412490743, 43.93892371671529, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[1098.6307729679288, 2689.1904437244657, 1313.5663730761196, 0, 0, 0]","[2930.369227032071, 5412.809556275534, 14797.433626923881, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2205, 4710, 7079, 0, 0, 0]","[(109.74986666666668, 0.0066, 0.002), (1083.5273333333334, 0.005333333333333334, 0.0044), (1124.7717333333333, 0.009133333333333334, 0.0009333333333333332), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4185.250133333333, 1859.9934, 999.998), (16096.472666666667, 1799.9946666666667, 1524.9956), (33235.228266666665, 1882.6908666666668, 1333.7490666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.001211111111111111), (6, 0.0, 0.00366111111111111), (5, 0.0, 0.0019222222222222223), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.108788888888888), (16099, 51.900000000000006, 6.186338888888889), (32207, 58.2, 11.638077777777777), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[1, 1, 1, 0, 0, 0]"
192,"[53.512037726482994, 36.5341890891138, 22.580845385140588, 0.0, 0.0, 0.0]","[4, 2, 2, 0, 0, 0]","[526.216990066169, 2473.546962092477, 1607.05935521879, 0, 0, 0]","[3502.7830099338307, 5628.453037907523, 14503.94064478121, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2156, 2960, 3638, 0, 0, 0]","[(96.99233333333333, 0.0072, 0.0022666666666666664), (1140.1506666666667, 0.0006000000000000001, 0.002), (1132.4612666666667, 0.006333333333333333, 0.008933333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4198.007666666666, 1859.9928, 999.9977333333334), (16039.849333333334, 1799.9994, 1524.998), (33227.538733333335, 1882.6936666666668, 1333.7410666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(9, 0.0, 0.0011888888888888889), (4, 0.0, 0.0028444444444444446), (2, 0.0, 0.0009277777777777778), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4017, 67.1, 10.10881111111111), (16101, 51.900000000000006, 6.187155555555555), (32210, 58.2, 11.639072222222222), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
193,"[26.036237279722013, 65.81091088620093, 11.63180435727143, 0.0, 0.0, 0.0]","[2, 5, 1, 0, 0, 0]","[701.0108486271164, 2785.130155341085, 1874.6166507122373, 0, 0, 0]","[3327.9891513728835, 5316.869844658915, 14236.383349287762, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1049, 5332, 1874, 0, 0, 0]","[(58.7202, 0.004733333333333333, 0.00013333333333333334), (2325.7400666666663, 0.0106, 0.0018), (15.378733333333331, 0.0044666666666666665, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4236.2798, 1859.9952666666666, 999.9998666666667), (14854.259933333335, 1799.9894, 1524.9982), (34344.62126666667, 1882.6955333333333, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.0010944444444444443), (8, 0.0, 0.002938888888888889), (1, 0.0, 0.0007944444444444444), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.108905555555555), (16097, 51.900000000000006, 6.1870611111111105), (32211, 58.2, 11.639205555555554), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
194,"[41.27575080665177, 39.558133794124906, 39.53199677239153, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[675.6047006164749, 2827.5129350115467, 3527.90050771395, 0, 0, 0]","[3353.395299383525, 5274.487064988453, 12583.09949228605, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1663, 3205, 6369, 0, 0, 0]","[(59.068933333333334, 0.004666666666666667, 0.00013333333333333334), (1370.139, 0.009666666666666667, 0.0008), (335.5434, 0.028666666666666667, 0.0016666666666666668), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4235.931066666667, 1859.9953333333333, 999.9998666666667), (15809.861, 1799.9903333333334, 1524.9992), (34024.4566, 1882.6713333333335, 1333.7483333333332), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.0010555555555555557), (4, 0.037733333333333334, 0.016777777777777777), (6, 0.05115, 0.03884444444444444), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.108944444444443), (16101, 51.86226666666667, 6.173222222222222), (32206, 58.14885, 11.601155555555554), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
195,"[37.32936212459668, 53.3695383855838, 27.900192415120106, 0.0, 0.0, 0.0]","[3, 4, 2, 0, 0, 0]","[352.61113105048065, 566.7049898947557, 2701.4600005960156, 0, 0, 0]","[3676.3888689495193, 7535.295010105245, 13409.539999403984, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1504, 4324, 4495, 0, 0, 0]","[(88.77813333333334, 0.004599999999999999, 0.0003333333333333334), (1121.2765333333332, 0.014000000000000002, 0.0011333333333333332), (370.4964, 0.005200000000000001, 0.0006666666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4206.221866666667, 1859.9954, 999.9996666666667), (16058.723466666666, 1799.986, 1524.9988666666666), (33989.5036, 1882.6948, 1333.7493333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.00065, 0.0013055555555555555), (7, 0.00875, 0.005011111111111111), (5, 0.06125, 0.02651111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.09935, 10.108694444444444), (16098, 51.89125000000001, 6.184988888888888), (32207, 58.13875, 11.613488888888888), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
196,"[24.67113427649541, 38.36089854356949, 64.37837502327602, 0.0, 0.0, 0.0]","[2, 3, 5, 0, 0, 0]","[549.0465343623024, 1927.0951370759976, 4403.818119706049, 0, 0, 0]","[3479.9534656376977, 6174.904862924002, 11707.18188029395, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[994, 3108, 10372, 0, 0, 0]","[(95.50693333333332, 0.0002, 6.666666666666668e-05), (145.05233333333334, 0.004733333333333333, 0.00013333333333333337), (842.3548, 0.3153333333333333, 0.016933333333333335), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4199.493066666667, 1859.9998, 999.9999333333334), (17034.947666666667, 1799.9952666666666, 1524.9998666666668), (33517.6452, 1882.3846666666668, 1333.7330666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.00018888888888888888), (8, 0.0, 0.00325), (11, 0.0008666666666666667, 0.028194444444444442), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.10981111111111), (16097, 51.900000000000006, 6.186749999999999), (32201, 58.199133333333336, 11.611805555555554), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
197,"[37.627202779846115, 24.54949395211059, 53.162435603004155, 0.0, 0.0, 0.0]","[3, 2, 4, 0, 0, 0]","[501.5636322632847, 1907.275221695997, 5087.503325727763, 0, 0, 0]","[3527.4363677367155, 6194.724778304003, 11023.496674272237, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1516, 1989, 8565, 0, 0, 0]","[(59.94266666666667, 0.00013333333333333334, 0.0004), (94.10886666666666, 0.00013333333333333334, 0.00013333333333333337), (462.07180000000005, 0.067, 0.0026000000000000003), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4235.057333333333, 1859.9998666666668, 999.9996), (17085.891133333334, 1799.9998666666668, 1524.9998666666668), (33897.9282, 1882.633, 1333.7474), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.00065, 0.0002), (5, 0.0, 0.0015777777777777778), (8, 0.0, 0.0025055555555555556), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.09935, 10.1098), (16100, 51.900000000000006, 6.188422222222222), (32204, 58.2, 11.637494444444442), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
198,"[27.674360883593945, 47.69192791903234, 41.387871640494076, 0.0, 0.0, 0.0]","[2, 4, 3, 0, 0, 0]","[875.7158234591107, 2263.0671258486054, 1451.4337628278006, 0, 0, 0]","[3153.2841765408893, 5838.932874151395, 14659.5662371722, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1115, 3864, 6668, 0, 0, 0]","[(55.224, 0.0002, 0.00013333333333333334), (68.06873333333333, 0.0, 0.0010666666666666667), (442.49840000000006, 0.0632, 0.0028), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4239.776, 1859.9998, 999.9998666666667), (17111.931266666666, 1800.0, 1524.9989333333333), (33917.5016, 1882.6368, 1333.7472), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.0008222222222222222), (10, 0.0, 0.0018444444444444443), (6, 0.0, 0.0014333333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.109177777777777), (16095, 51.900000000000006, 6.188155555555555), (32206, 58.2, 11.638566666666666), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
199,"[43.435095557210225, 35.22587015551716, 32.04022096704115, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[685.644630832946, 619.0897314485429, 2647.7836930219532, 0, 0, 0]","[3343.355369167054, 7482.910268551457, 13463.216306978047, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1750, 2854, 5162, 0, 0, 0]","[(77.59286666666668, 0.0072, 0.004666666666666667), (31.19406666666667, 0.0, 0.001), (49.10773333333333, 0.056, 0.054666666666666655), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4217.407133333333, 1859.9928, 999.9953333333333), (17148.805933333333, 1800.0, 1524.999), (34310.89226666667, 1882.644, 1333.6953333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0009166666666666666, 0.005172222222222222), (7, 0.0, 0.0004277777777777778), (4, 0.0, 0.001511111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.09908333333333, 10.104827777777777), (16098, 51.900000000000006, 6.189572222222222), (32208, 58.2, 11.638488888888888), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
200,"[45.4951600893522, 32.00444334732165, 42.65408726956738, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[961.475344603285, 1521.9636309878945, 3309.6656144110975, 0, 0, 0]","[3067.524655396715, 6580.036369012106, 12801.334385588903, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1833, 2593, 6872, 0, 0, 0]","[(130.3718, 0.009333333333333334, 0.0066), (450.18806666666666, 0.002333333333333333, 0.004066666666666666), (1124.9459333333334, 0.05373333333333333, 0.05286666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4164.6282, 1859.9906666666666, 999.9934), (16729.811933333334, 1799.9976666666666, 1524.9959333333334), (33235.054066666664, 1882.6462666666666, 1333.6971333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.0044), (3, 0.011300000000000001, 0.0010833333333333333), (5, 1.666666666666667e-05, 0.0016499999999999996), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.105599999999999), (16102, 51.88870000000001, 6.188916666666666), (32207, 58.199983333333336, 11.638349999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
201,"[50.136510300322655, 29.967909158232537, 39.17199428961579, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[1127.793597300497, 2025.9025148207327, 3584.301244930457, 0, 0, 0]","[2901.206402699503, 6076.097485179267, 12526.698755069543, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2020, 2428, 6311, 0, 0, 0]","[(86.33153333333334, 0.048266666666666666, 0.007), (432.7116666666667, 0.0044666666666666665, 0.003933333333333333), (2413.821266666667, 0.004666666666666667, 0.0015333333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4208.668466666667, 1859.9517333333333, 999.993), (16747.288333333334, 1799.9955333333332, 1524.9960666666666), (31946.178733333334, 1882.6953333333333, 1333.7484666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.010994444444444446), (3, 0.015133333333333334, 0.0041444444444444445), (5, 0.0, 0.0011833333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.099005555555555), (16102, 51.884866666666674, 6.185855555555555), (32207, 58.2, 11.638816666666665), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
202,"[47.05882352941176, 40.829424833374475, 26.80777108807647, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[1040.4874853542515, 1402.7218894694884, 2047.4687601779385, 0, 0, 0]","[2988.5125146457485, 6699.278110530511, 14063.531239822061, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1896, 3308, 4319, 0, 0, 0]","[(130.28413333333336, 4.1766, 4.148866666666667), (405.2732666666666, 0.021, 0.022666666666666665), (2340.4207333333334, 0.0002, 0.0018666666666666664), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4164.715866666666, 1855.8234, 995.8511333333333), (16774.726733333333, 1799.979, 1524.9773333333333), (32019.579266666668, 1882.6998, 1333.7481333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.003822222222222222), (6, 0.01145, 0.013011111111111112), (4, 0.0, 0.0002222222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.106177777777777), (16099, 51.88855, 6.176988888888888), (32208, 58.2, 11.639777777777777), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
203,"[44.77537850583271, 34.01629227351271, 23.505679349512757, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[921.4113426558633, 1719.8520546794948, 3475.9635794026126, 0, 0, 0]","[3107.5886573441367, 6382.147945320505, 12635.036420597387, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1804, 2756, 3787, 0, 0, 0]","[(163.75119999999998, 12.14606666666667, 12.140866666666666), (64.83553333333333, 0.0033333333333333335, 0.007333333333333333), (1055.566, 0.7898666666666667, 0.0184), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4131.2488, 1847.8539333333333, 987.8591333333334), (17115.164466666665, 1799.9966666666667, 1524.9926666666668), (33304.434, 1881.9101333333333, 1333.7316), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(9, 0.0, 0.0012111111111111112), (8, 0.0, 0.00881111111111111), (4, 0.0, 0.00015000000000000001), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4017, 67.1, 10.108788888888888), (16097, 51.900000000000006, 6.181188888888888), (32208, 58.2, 11.63985), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
204,"[40.23330851327873, 39.66921747716613, 36.83818509093166, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[586.5800781499361, 1962.577351722949, 1700.3789519328436, 0, 0, 0]","[3442.419921850064, 6139.422648277051, 14410.621048067156, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1621, 3214, 5935, 0, 0, 0]","[(89.1714, 10.2732, 10.304199999999998), (28.09153333333333, 0.0, 0.0), (1462.4135333333334, 0.6229333333333333, 0.4392666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4205.8286, 1849.7268, 989.6958), (17151.908466666668, 1800.0, 1525.0), (32897.58646666667, 1882.0770666666667, 1333.3107333333332), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.00014444444444444444), (8, 0.0, 0.000488888888888889), (5, 0.0, 0.0022111111111111107), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.109855555555555), (16097, 51.900000000000006, 6.189511111111111), (32207, 58.2, 11.637788888888888), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
205,"[48.10126582278481, 40.891137990619605, 26.15604245546521, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[705.2964897923745, 2241.5533829044653, 1547.3700596382855, 0, 0, 0]","[3323.7035102076256, 5860.446617095535, 14563.629940361714, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1938, 3313, 4214, 0, 0, 0]","[(63.568200000000004, 0.0004, 0.0003333333333333333), (24.290666666666667, 0.0, 0.0), (48.93293333333333, 0.004733333333333333, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4231.4318, 1859.9996, 999.9996666666667), (17155.709333333332, 1800.0, 1525.0), (34311.06706666667, 1882.6952666666666, 1333.7499333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.00023333333333333333), (7, 0.0, 0.0004611111111111111), (4, 0.0, 0.0010999999999999998), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.109766666666665), (16098, 51.900000000000006, 6.1895388888888885), (32208, 58.2, 11.6389), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
206,"[37.92504343509556, 56.56627993088127, 26.602942089255787, 0.0, 0.0, 0.0]","[2, 4, 2, 0, 0, 0]","[525.6255154261138, 2000.2759958729862, 3198.210391000572, 0, 0, 0]","[3503.374484573886, 6101.724004127014, 12912.789608999428, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1528, 4583, 4286, 0, 0, 0]","[(59.46233333333333, 0.030199999999999998, 0.028666666666666663), (128.27453333333332, 0.0044666666666666665, 0.00013333333333333337), (377.48699999999997, 0.02113333333333333, 0.009933333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4235.537666666667, 1859.9698, 999.9713333333333), (17051.725466666667, 1799.9955333333332, 1524.9998666666668), (33982.513, 1882.6788666666666, 1333.7400666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.0005166666666666667), (8, 0.0, 0.0015333333333333334), (5, 0.0, 0.016944444444444443), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.109483333333333), (16097, 51.900000000000006, 6.188466666666666), (32207, 58.2, 11.623055555555554), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
207,"[29.064283941424673, 38.71883485559121, 48.61274905344175, 0.0, 0.0, 0.0]","[2, 3, 4, 0, 0, 0]","[354.7662454720879, 2854.0494257588443, 4261.467611423909, 0, 0, 0]","[3674.233754527912, 5247.950574241156, 11849.532388576092, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1171, 3137, 7832, 0, 0, 0]","[(355.1169333333334, 0.5960000000000001, 0.19213333333333332), (181.75226666666669, 0.009933333333333332, 0.0046), (1890.2322000000001, 0.016066666666666667, 0.007933333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3939.8830666666668, 1859.404, 999.8078666666667), (16998.247733333334, 1799.9900666666667, 1524.9954), (32469.7678, 1882.6839333333335, 1333.7420666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.011550000000000001, 0.4307388888888889), (7, 0.0, 0.0027333333333333337), (9, 1.666666666666667e-05, 0.019), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.08845, 9.67926111111111), (16098, 51.900000000000006, 6.187266666666666), (32203, 58.199983333333336, 11.620999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
208,"[21.64308761479275, 48.61762527770921, 33.00850350692074, 0.0, 0.0, 0.0]","[2, 4, 3, 0, 0, 0]","[793.8938594769718, 1544.3541923815965, 2556.877624418111, 0, 0, 0]","[3235.1061405230284, 6557.6458076184035, 13554.12237558189, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[872, 3939, 5318, 0, 0, 0]","[(314.22246666666666, 0.4216666666666667, 0.13553333333333334), (473.9550000000001, 0.009600000000000001, 0.0042), (1613.4084, 0.0086, 0.006933333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3980.7775333333334, 1859.5783333333334, 999.8644666666667), (16706.045, 1799.9904, 1524.9958), (32746.5916, 1882.6914000000002, 1333.7430666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0006666666666666666, 0.22742222222222225), (10, 0.0, 0.005738888888888889), (7, 0.04548333333333333, 0.03783333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.09933333333333, 9.882577777777778), (16095, 51.900000000000006, 6.184261111111111), (32205, 58.154516666666666, 11.602166666666665), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
